name,online_order,book_table,rating,votes,phone,location,type,dish_liked,cuisines,approx_cost_two_people
Pashto,No,No,4.1,765,080 48149993,Residency Road,Casual Dining,"Biryani, Kulfi Faluda, Peshawari Paneer, Dal Tadka, Yakhni Shorba, Tandoori Roti, Phirni","North Indian, Mughlai, Afghan",800.0
Lakeview Milkbar,No,No,4.0,1443,080 25582161,MG Road,"Dessert Parlor, Cafe","Butterscotch Ice Cream, Sandwiches, Milk Shake, Brownie, Hot Chocolate Fudge, Vanilla Ice Cream, Burgers","Desserts, Cafe, Fast Food",500.0
Peppa Zzing,Yes,No,4.3,1133,+91 9740758557,Infantry Road,Cafe,"Burgers, Pasta, Cheesy Fries, Beef Burger, Ice Tea, Steak Burger, Lamb","Cafe, Fast Food, Burger",800.0
KAARA BY THE LAKE,No,No,4.0,47,+91 8025565676,Ulsoor,Cafe,"Coffee, Pizza, Pasta, Key Lime Pie","Cafe, Italian, Coffee",750.0
Indy's Comfort Food,No,No,4.1,399,+91 8041232633,Shivajinagar,Quick Bites,"Gobhi Pakoda, Bajji, Raita, Ginger Tea, Jalapeno Cheese Poppers, Mojito, Chai","North Indian, Beverages, Fast Food",300.0
RR Catering,No,No,3.4,10,+91 8867165957,MG Road,Quick Bites,"Garlic Naan, Tandoori Chicken, Basmati Rice","North Indian, Chinese, Biryani",350.0
Rescafe,No,No,3.8,41,+91 8040976676,Residency Road,Quick Bites,"Samosa, Tea",Beverages,100.0
Vasudev Adiga's,No,No,3.0,53,+91 8495908666,Church Street,Quick Bites,"Tea, Filter Coffee, Pongal, Masala Dosa","South Indian, North Indian, Chinese, Street Food",250.0
The French Loaf,Yes,No,2.8,142,+91 9663454545,Frazer Town,"Bakery, Quick Bites","Coffee, Pasta, Sandwiches, Sunday Breakfast, Apple Pie, Hot Chocolate, Chicken Quiche","Bakery, Desserts",300.0
Siddique Kabab Centre,Yes,No,3.9,430,+91 9845077733,Frazer Town,Casual Dining,"Chicken Grill, Chicken Biryani, Rolls, Ghee Rice, Tandoori Chicken, Seekh Roll, Chicken Lollipop","Mughlai, Kebab, Chinese",550.0
Funjabi,Yes,No,3.5,140,+91 9986185654,Church Street,Casual Dining,"Mango Lassi, Butter Chicken, Manchurian, Dehati Chicken, Paneer Lababdar, Chilli Chicken, Palak Paneer",North Indian,600.0
Cafe Mangii,Yes,Yes,4.3,1048,+91 8022270098,Lavelle Road,Casual Dining,"Pasta, Mocktails, Tiramisu, Sangria, Mousse, Minestrone Soup, Cajun Chicken","Italian, Continental, Pizza",
Dunkin' Donuts,Yes,No,4.1,1079,080 40944712,Brigade Road,"Quick Bites, Dessert Parlor","Burgers, Coffee, Chocolate Donut, Bagel, Chocolate Drink, Dunkaccinos, Hot Chocolate","Burger, Desserts, Fast Food",550.0
Belgian Waffle Factory,Yes,No,4.9,1746,+91 9481511911,Brigade Road,Dessert Parlor,"Coffee, Berryblast, Nachos, Chocolate Waffles, Nutella Waffle, Chocolate Overload, Sandwiches",Desserts,400.0
XO Belgian Waffle,Yes,No,4.4,215,+91 6362619816,Brigade Road,Food Court,"Belgian Waffles, Hot Chocolate, Salted Caramel, Nutella Waffle","Desserts, Beverages",450.0
Munchies,Yes,No,3.9,64,080 41126336,Brigade Road,"Quick Bites, Bakery","Burgers, Sandwiches, Momos, Chicken Seekh Roll, Sandwich","Fast Food, Bakery",250.0
Pabrai's Fresh & Naturelle Icecreams,Yes,No,4.2,131,+91 9535006187,Brigade Road,Dessert Parlor,"Apple Pie, Mascarpone Cheese, Nolen Gurer Ice Cream, Paan Ice Cream, Nolen Gur, Gur Ice Cream, Salted Caramel","Ice Cream, Desserts",180.0
The Bangalore Cafe,No,Yes,4.1,473,080 49653314,Shanti Nagar,Casual Dining,"Pasta, Coffee, Chaat, Paneer Pizza, Tawa Pulav, Aloo Biryani, Paratha","Modern Indian, North Indian, Pizza, Continental, Beverages",800.0
Alchemy - The Chancery Pavilion,No,Yes,4.3,446,080 45128699,Residency Road,"Microbrewery, Casual Dining","Craft Beer, Stout, Cocktails, Chicken Wings, Brewed Beer, Mysore Pak, Cheesecake",Modern Indian,
Art of Delight,No,No,4.4,1896,080 40913229,Residency Road,Dessert Parlor,"Waffles, Chocolate Sundae, Mango Ice Cream, Nutella Cheesecake, Salsa, Banana Split, Hot Chocolate Fudge","Ice Cream, Desserts, Beverages",400.0
Fabelle Chocolate Boutique - ITC Gardenia,No,No,4.5,232,080 66825270,Richmond Road,Dessert Parlor,"Hot Chocolate, Hazelnut Ice Cream, Tiramisu, Caramel Ganache","Desserts, Ice Cream, Beverages",
99 Pancakes,Yes,No,4.1,41,+91 7483655827,Church Street,Dessert Parlor,Nutella Pancakes,"Desserts, Ice Cream",150.0
Skoolroom,Yes,No,4.3,570,+91 9743538476,Ulsoor,Cafe,"Chocolate Overload, Burgers, Pasta, Peri Peri Chicken Pizza, Peri Peri Chicken Burger, Momos, Freak Shake","Cafe, Continental, Italian, Burger, Beverages",700.0
Lakeview Milkbar,No,No,4.0,1443,080 25582161,MG Road,"Dessert Parlor, Cafe","Butterscotch Ice Cream, Sandwiches, Milk Shake, Brownie, Hot Chocolate Fudge, Vanilla Ice Cream, Burgers","Desserts, Cafe, Fast Food",500.0
Corner House Ice Cream,No,No,4.5,292,+91 9845930618,Lavelle Road,Dessert Parlor,"Hot Chocolate Fudge, Chocolate Sundae, Almond Fudge, Brownie, Thick Shakes, Vanilla Ice Cream","Ice Cream, Desserts",400.0
Happy Belly Bakes,Yes,No,4.2,115,080 48654072,MG Road,"Cafe, Bakery","Hot Chocolate, Waffles, Brownie, Chicken Pizza, Tea, Chocolate Cupcake, Pasta","Cafe, Bakery",500.0
Amma's Pastries,No,No,4.0,97,+91 9590607750,Ulsoor,Dessert Parlor,"Burgers, Cheesecake",Bakery,400.0
The Waffle Press,Yes,No,4.3,116,+91 9945403528,St. Marks Road,Dessert Parlor,"Waffles, Liege Waffle, Ice Cream Sandwiches, Salted Caramel Ice Cream, Ice Cream Sandwich","Desserts, Ice Cream",400.0
Amande Patisserie,Yes,No,4.2,231,080 40981668,Lavelle Road,"Bakery, Dessert Parlor","Macaroon, Fruit Tart, Opera Cake, Belgian Dark Chocolate, Orange Tart, Eclair, Chocolate Mousse","Bakery, French, Desserts",300.0
Anand Sweets and Savouries,No,No,4.0,183,080 25588992,Commercial Street,Quick Bites,"Badam Milk, Chaat, Rasmalai, Mysore Pak, Samosa, Paneer Cutlets, Kachori","Mithai, Street Food",400.0
WAFL CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Yes,No,4.0,85,+91 9740780105,Residency Road,"Dessert Parlor, Quick Bites","Waffles, Pie, Corn Dog","Cafe, Fast Food, Desserts, Beverages",400.0
Sreeraj Lassi Bar,Yes,No,3.9,61,+91 7022356498,Shanti Nagar,Beverage Shop,"Fruit Lassi, Sweet Lassi, Kulfi, Banana Split","Beverages, Desserts",150.0
Krispy Kreme,Yes,No,4.0,47,080 41254402,Richmond Road,Dessert Parlor,"Donut, Coffee","Desserts, Beverages",300.0
Sweet Truth,Yes,No,4.1,49,+91 7710055553,Residency Road,Delivery,"Cheesecake, Chocolate Decadence, Chocolate Fantasy, Chocolate Cake, Pancakes, Lava Cake, Chocolava Cake","Bakery, Desserts",500.0
The Belgian Waffle Co.,Yes,No,3.7,73,+91 9820433755,Residency Road,Dessert Parlor,Waffles,"Desserts, Beverages",350.0
Ganache - The Ritz-Carlton,No,No,3.9,49,080 49148141,Residency Road,Dessert Parlor,"Coffee, Cup Cake",Bakery,600.0
Berrylicious Cafe,Yes,No,4.1,125,080 49652468,MG Road,"Casual Dining, Cafe","Waffles, Sandwiches, Nachos, Burgers, Chicken Keema Pizza, Penne Pasta, Smoothie Bowl","Continental, Cafe, Desserts, Pizza, North Indian, Chinese, Ice Cream",900.0
Thom's Bakery,No,No,4.1,211,080 25301860,Frazer Town,"Bakery, Quick Bites","Plum Cake, Burgers, Sandwiches, Donut, Mutton Samosa, Sponge Cake, Baked Bread","Bakery, Fast Food",200.0
Dolci Desserts,Yes,No,4.3,652,080 40977132,Cunningham Road,"Cafe, Dessert Parlor","Cappuccino, Eclair, Pizza, Coffee, Blueberry Cheesecake, Oreo Cheesecake, Tiramisu","Cafe, Desserts",750.0
Cobaja,Yes,Yes,4.3,61,080 49652180,Brigade Road,Casual Dining,"Badam Milk, Cocktails, Mutton Liver Fry, Paan Mojito, Veg Thali, Mocktails, Neer Dosa","Seafood, South Indian, Bar Food, Mangalorean, Konkan",700.0
Hae Kum Gang,No,Yes,4.4,1187,080 49652616,Brigade Road,Casual Dining,"Sushi, Kimchi, Pork Sizzler, Chicken Donburi, Shrimp Donburi, Crab Roll, Bulgogi","Korean, Chinese, Japanese",
The Permit Room,No,No,4.5,1573,+91 9019113388,Brigade Road,"Casual Dining, Bar","Cocktails, Chicken Curry, Beer, Watermelon Mojito, Bbq Mushroom, Kokum Sharbat, Brain Fry",South Indian,
ShakesBierre,No,Yes,4.4,256,080 49653493,Brigade Road,"Microbrewery, Casual Dining","Cocktails, Mocktails, Pizza, Sweet Yogurt, Nachos, Karela Chaat, Burgers","Asian, Continental, European, North Indian",
NoLimmits Lounge and Club,Yes,Yes,4.0,2103,080 49653274,Brigade Road,Club,"Salads, Chicken Bbq Wings, Sandwiches, Pasta, Biryani, Pizza, Popcorn","Chinese, Continental, North Indian, Burger, Pizza",
Empire Restaurant,Yes,No,4.4,2090,080 49653305,Brigade Road,Casual Dining,"Brain Fry, Chicken Manchurian, Mutton Biryani, Butter Chicken, Chicken Tikka Masala, Chilli Chicken, Shaadi Ki Biryani","North Indian, Mughlai, South Indian, Chinese",750.0
Kitchen On Table,Yes,No,4.0,48,+91 9343044750,Brigade Road,Casual Dining,"Sushi, Sea Food","Japanese, Sushi, Asian",
Laughing Llama Gastropub,Yes,Yes,4.3,393,+91 9535029732,Brigade Road,"Bar, Casual Dining","Pancakes, Cocktails, Biryani, Draught Beer, Long Island Iced Tea, Nachos, Mocktails","Finger Food, Continental, Pizza",
Plan B,No,No,4.2,4422,+91 8880022737,Brigade Road,"Casual Dining, Pub","Burgers, Beer, Veg Lasagna, Peri Peri Chicken Wings, Barbecue Wings, Sandwiches, Beef Steak","American, Continental, BBQ, Steak",
Trick Or Treat,No,No,4.2,618,+91 9035343341,Brigade Road,Cafe,"Burgers, Sandwich, Peri Peri Chicken Satay, Fries, Nachos, Sandwiches, Pesto Pasta","Cafe, Burger, Continental, Pizza, Steak",500.0
Pizza Hut,Yes,No,3.9,387,080 39883988,Brigade Road,Casual Dining,"Mocktails, Garlic Bread, Potato Wedges, Pasta, Cheesy Pizza, Fries, Paneer Pizza","Pizza, Fast Food",750.0
Baba Da Dhaba,No,Yes,4.1,373,+91 8880805555,Brigade Road,Casual Dining,"Butter Chicken, Dal Makhani, Chicken Curry, Tandoori Chicken, Mix Veg, Biryani, Naan",North Indian,650.0
Saatvikk,No,No,2.8,133,+91 8041216902,Brigade Road,Casual Dining,"Cheese Garlic Naan, Coffee, Corn Soup, Pasta","North Indian, South Indian, Continental",650.0
Tempura Restaurant,No,No,3.9,122,+91 9663902053,Brigade Road,Casual Dining,"Chicken Manchurian, Thukpa, Chicken Momo, Veg Momos, Tea, Veg Thupka","Japanese, Chinese, Tibetan, Momos",500.0
Desi Deck,Yes,Yes,3.9,96,+91 9962403374,Brigade Road,"Casual Dining, Bar","Balti Gosht, Cocktails, Dal Makhani","Mughlai, North Indian, Desserts",
Vinny's,Yes,No,3.9,206,+91 8951237163,Brigade Road,Casual Dining,"Pizza, Pasta, Mozzarella Sticks, Mocktails, Tiramisu, Fries, Salad","Pizza, Italian, Continental, Desserts",800.0
Dunkin' Donuts,Yes,No,4.1,1079,080 40944712,Brigade Road,"Quick Bites, Dessert Parlor","Burgers, Coffee, Chocolate Donut, Bagel, Chocolate Drink, Dunkaccinos, Hot Chocolate","Burger, Desserts, Fast Food",550.0
KFC,Yes,No,3.8,191,080 33994444,Brigade Road,Quick Bites,"Burgers, Ginger Chicken, Virgin Mojito, Popcorn, Rice Bowl","Burger, Fast Food",450.0
Munchies,Yes,No,3.9,64,080 41126336,Brigade Road,"Quick Bites, Bakery","Burgers, Sandwiches, Momos, Chicken Seekh Roll, Sandwich","Fast Food, Bakery",250.0
Hotel Ramprasad,Yes,No,4.2,93,+91 9886723465,Brigade Road,Quick Bites,"Filter Coffee, Kesari Bath, Curd Rice, Idli Vada, Crispy Masala Dosa, Masala Tea, Thick Coconut Chutney","South Indian, Chinese",300.0
Burger King,Yes,No,3.5,89,091 9620062401,Brigade Road,Food Court,"Burgers, Fries, Chicken Crisp Burger","Burger, Fast Food, Beverages",600.0
The 13th Floor,No,Yes,4.4,4575,080 41783355,MG Road,Lounge,"Cocktails, Lasagne, Martini, Mocktails, Mutton Pepper, Long Island Iced Tea, Mojito","Asian, North Indian, Thai",
Chutney Chang,Yes,Yes,4.2,4732,080 49652638,Church Street,Casual Dining,"Chaat, Chocolate Wonton, Apple Pie, Raj Kachori, Caramel Custard, Momos, Chicken Curry","North Indian, Chinese, BBQ",
Ebony,Yes,Yes,4.3,3126,080 41783344,MG Road,Casual Dining,"Appam, Khao Suey, Rabri, Chicken Biryani, Kebab Platter, Prawn, Pad Thai","North Indian, South Indian",
KazÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,No,Yes,4.4,858,080 49652640,Lavelle Road,Fine Dining,"Cocktails, Sushi, Salmon, Martini, Tempura Prawns, Chicken Gyoza, Ramen","Asian, Japanese, Thai",
JW Kitchen - JW Marriott Bengaluru,No,Yes,4.4,2115,080 49652886,Lavelle Road,Fine Dining,"Pasta, Breakfast Buffet, Lasagne, Salads, Chocolate Cake, Chicken Soup, Seafood Salad","North Indian, Continental, Italian",
Yauatcha,No,Yes,4.6,2339,+91 9222222800,MG Road,Fine Dining,"Dumplings, Noodles, Cocktails, Mocktails, Mango Mascarpone Gateau, Chocolate Hazelnut Mousse, Macaroon","Chinese, Asian, Cantonese, Tea",
Brik Oven,No,No,4.6,2259,+91 9148100119,Church Street,Cafe,"Garlic Bread, Waffles, Brownie Shake, Cookie Monster Shake, Wood Fire Pizza, Big Bang Shake, Mushroom Pizza","Cafe, Pizza, Beverages",
The Tao Terraces,Yes,Yes,4.0,1912,080 49653408,MG Road,Casual Dining,"Salads, Cocktails, Khao Suey, Jumbo Prawns, Veg Sushi, Espresso Martini, Tom Yum Soup","Thai, Japanese, Korean, Burmese, Chinese",
Rim Naam - The Oberoi,No,No,4.6,979,080 25585858,MG Road,Fine Dining,"Seafood Soup, Mocktails, Mushroom Salad, Wine, Jasmine Rice, Som Tam, Thai Red Curry",Thai,
Bangalore Brew Works,No,Yes,4.2,2212,080 49653436,Residency Road,"Microbrewery, Lounge","Spaghetti, Wheat Beer, Cocktails, Risotto, Nachos, Gourmet Pizza, Draught Beer","Continental, Italian",
Fava,No,Yes,4.4,2039,080 49652925,Lavelle Road,"Casual Dining, Bar","Gnocchi, Cocktails, Pizza, Salads, Creme Brulee, Pasta, Sangria","Healthy Food, Mediterranean, Desserts, Italian, Pizza, Salad, Kebab",
Soda Bottle Opener Wala,Yes,Yes,4.4,3651,+91 9892841456,Lavelle Road,"Casual Dining, Irani Cafee","Pancakes, Cocktails, Berry Pulao, Kanda Bhajiya, Brownie Chocolate, Crispy Okra, Kulfi","Parsi, North Indian",
Cafe Azzure,Yes,Yes,4.3,2664,080 49653400,MG Road,Cafe,"Pasta, Wedges, Pizza, Nachos, Mocktails, Peri Peri Fish, Burgers","Cafe, Continental, Italian, Burger",
The Bangalore Cafe,No,Yes,4.1,473,080 49653314,Shanti Nagar,Casual Dining,"Pasta, Coffee, Chaat, Paneer Pizza, Tawa Pulav, Aloo Biryani, Paratha","Modern Indian, North Indian, Pizza, Continental, Beverages",800.0
Samarkand,No,Yes,4.1,2044,080 41113366,Infantry Road,Casual Dining,"Hyderabadi Biryani, Firni, Kulfi, Lassi, Mutton Biryani, Gosht Dum Biryani, Raan","North Indian, Mughlai",
Spice Terrace - JW Marriott,No,Yes,4.3,755,080 49652948,Lavelle Road,"Fine Dining, Microbrewery","Chicken Tikka, Faluda, Raita, Tarkari Biryani, Butter Naan, Fish, Dal Makhani","North Indian, Seafood",
Carnatic,No,Yes,4.2,167,080 49652709,Church Street,Casual Dining,"Thali, Andhra Chilli Chicken, Coconut Mousse, Raita, Kothu Paratha, Appam, Tender Coconut Payasam","South Indian, Kerala, Andhra, Biryani, Chettinad, Konkan, Mangalorean",
Alchemy - The Chancery Pavilion,No,Yes,4.3,446,080 45128699,Residency Road,"Microbrewery, Casual Dining","Craft Beer, Stout, Cocktails, Chicken Wings, Brewed Beer, Mysore Pak, Cheesecake",Modern Indian,
1Q1,No,Yes,4.3,595,080 48050101,Infantry Road,"Casual Dining, Bar","Cocktails, Stir Fried Noodles, Cheesecake, Jasmine Rice, Kung Pao Vegetables, Veg Sushi, Salad","Asian, Japanese, Thai, Malaysian, Vietnamese, Korean, Chinese",
Tandoor,Yes,Yes,3.9,1361,080 49652745,MG Road,Fine Dining,"Mutton Biryani, Dal Makhani, Chicken Malai Tikka, Paneer Makhani, Faluda, Jal-jeera, Cocktails",North Indian,
Mainland China,Yes,Yes,4.5,1394,080 49652555,Church Street,"Casual Dining, Bar","Hunan Tofu, Noodles, Jumbo Prawns, Jasmine Tea, Chicken Momo, Cocktails, Momos","Chinese, Momos",
Meghana Foods,Yes,No,4.3,2177,080 49652534,Residency Road,Casual Dining,"Chicken Boneless Biryani, Mutton Biryani, Hyderabadi Biryani, Andhra Style Biryani, Vegetable Biryani, Fry Prawns, Paneer Biryani","Biryani, Andhra, North Indian, Seafood",600.0
Dindigul Thalappakatti,Yes,No,3.9,74,+91 8043774001,MG Road,Casual Dining,"Biryani, Pepper Chicken, Raita, Buttermilk","Biryani, Chinese, North Indian, South Indian",800.0
Truffles,No,No,4.5,3614,080 49652756,St. Marks Road,Cafe,"Burgers, Pasta, Cheese Burger, Potato Mash, Mocktails, Ferrero Rocher Milkshake, Peri Chicken","Cafe, American, Burger, Steak",900.0
Sotally Tober,No,Yes,4.4,282,080 45128814,Residency Road,"Bar, Casual Dining","Cocktails, Corn Fritters, Paneer Steak, Butter Chicken, Burgers, Chicken Steak, Chocolate Mousse","Asian, Burger, Chinese, Finger Food",
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Felix,Yes,Yes,4.4,737,080 22086644,MG Road,"Casual Dining, Cafe","Burgers, Sandwiches, Salmon, Peanut Butter Smoothie, Margherita Pizza, Ravioli, Salad","American, Cafe, Continental",
Hoppipola,No,No,4.3,1773,+91 9620216162,Church Street,Lounge,"Masala Peanuts, Cocktails, Pasta, Paratha, Pizza, Brownie, Burgers","Continental, Mediterranean, European",
Tree Tops Bar & Kitchen,No,Yes,4.4,189,080 45128778,Lavelle Road,"Casual Dining, Bar","Peri Peri Chicken Burger, Cocktails, Pasta, Brownie, Mocktails, Chicken Fingers, Jalapeno Poppers","North Indian, Chinese, Continental, Italian",
Matteo Coffea,No,No,4.4,2662,080 43336000,Church Street,Cafe,"Coffee, Pasta, Donut, Salads, Tiramisu Cheesecake, Sandwiches, Burgers",Cafe,600.0
Cubbon Pavilion - ITC Gardenia,No,Yes,4.3,695,+91 8022119898,Richmond Road,Fine Dining,"Cocktails, Breakfast Buffet, Croissants, Lassi, Caramel Cake, Salads, Waffles","European, Continental, Chinese, Thai",
Chianti,No,Yes,4.5,340,080 43755274,MG Road,Casual Dining,"Pizza, Ravioli, Tiramisu, Panna Cotta, Bruschettas, Seafood Pasta, Virgin Sangria",Italian,
Alba - JW Marriott Bengaluru,No,Yes,4.5,583,080 49653174,Lavelle Road,Fine Dining,"Pizza, Tiramisu, Pasta, Risotto, Lobster, Panna Cotta, Salad",Italian,
Bang - The Ritz-Carlton,No,Yes,4.2,484,080 49148000,Residency Road,Lounge,"Paneer Roll, Cocktails, Wine, Mexican Platter, Dragon Chicken, Paneer Tikka",Finger Food,
The Spice Bazaar,No,Yes,4.2,347,080 49652116,Lavelle Road,"Casual Dining, Bar","Brownie, Badam Halwa, Mutton Seekh, Salads, Rasmalai, Tandoori Aloo, Mocktails","North Indian, Mughlai",
Capri Gastrobar,No,Yes,4.3,284,080 49653576,St. Marks Road,"Bar, Casual Dining","Cocktails, Peri Peri Wings, Brownie, Pizza, Burgers, Mezze Platter, Fries","Mediterranean, Italian, Asian",
Salvadores,No,Yes,4.4,186,080 49652852,MG Road,Fine Dining,"Wine, Salad, Steak, Coffee, Pork Chops","Mediterranean, Continental, French, Italian",
Cafe Noir,No,Yes,4.2,2074,+91 8040982050,Lavelle Road,Casual Dining,"Coffee, Sandwiches, Mushroom Pasta, Mocktails, Creme Brulee, Burgers, Salads","European, French, Salad",
Russh Gastropub,No,No,4.2,1279,080 30695514,Church Street,Pub,"Cocktails, Bruschettas, Beer, Tiramisu, Brownie, Chicken Popcorn, Nachos","Continental, Italian, Burger",
The Rice Bowl,Yes,Yes,4.3,500,080 49653099,Lavelle Road,"Casual Dining, Bar","Rice Bowl, Lamb, Chocolava, Rolls, Paneer Manchurian, Momos, Singapore Chicken","Chinese, Momos",
BLOW,Yes,Yes,4.2,937,080 49653044,Church Street,Cafe,"Mocktails, Pasta, Burgers, Sandwich, Salsa, Salad, Hazelnut Frappe","Cafe, Continental, American, Burger",750.0
ASEAN - On The Edge,Yes,Yes,4.4,861,080 41783366,MG Road,Casual Dining,"Cocktails, Khao Suey, Mocktails, Salad, Malacca Curry, Beer, Beef Pho","Asian, Thai",
RS Shiv Sagar,No,No,4.1,530,080 25323767,Commercial Street,Casual Dining,"Brownie, Paneer Manchurian, Chocolate Sizzler, Nachos, Filter Coffee, Panneer Butter Masala, Pizza","Chinese, North Indian, Fast Food, Street Food, Desserts",500.0
20 Feet High,Yes,Yes,4.0,932,080 49653093,Church Street,"Casual Dining, Bar","Burgers, Mocktails, Pasta, Cocktails, Beef Steak, Lunch Buffet, Chicken Steak","American, Continental, Steak, Salad",
Mahjong Room - WelcomHotel Bengaluru,No,Yes,4.6,116,080 49653109,Richmond Road,Casual Dining,"Chocolate Cookies, Cocktails, Fudge Sundae, Jasmine Rice, Gong Bao Chicken, Date Pancakes, Tender Coconut Ice Cream",Chinese,
The Market - The Ritz-Carlton,No,Yes,4.3,612,080 49148341,Residency Road,Fine Dining,"Pizza, Waffles, Pasta, Sushi, Salads, Fish, Coffee","North Indian, European, Thai",
Cafe Kaara,No,No,4.2,162,080 25586860,Ulsoor,Cafe,"Coffee, Cappuccino, Sandwich, Tiramisu, Hot Chocolate, Fries, Pesto Pasta","Cafe, Salad, Desserts, Pizza",750.0
WelcomCafe Jacaranda - WelcomHotel Bengaluru,No,No,4.0,53,080 25001700,Richmond Road,Fine Dining,"Fish, Tiramisu, Filter Coffee Ice Cream, Brownie, Biryani, Chicken Korma, Chapa Pulusu","Asian, Continental, North Indian",
Kebabs & Kurries - ITC Gardenia,No,Yes,4.3,355,080 22119898,Richmond Road,Fine Dining,"Dal Bukhara, Biryani, Fish, Gulab Jamun, Kulfi, Warqi Parantha, Sikandari Raan","North Indian, Mughlai",
Japan Travel Cafe Azuki,No,No,4.3,67,080 41214342,Residency Road,Cafe,"Miso Soup, Tempura","Cafe, Japanese",400.0
Coconut Grove,No,Yes,3.9,680,080 25596149,Church Street,"Casual Dining, Bar","Beer, Pepper Chicken, Prawn Curry, Appam, Fry Prawns, Chicken Chettinad, Idiyappam","South Indian, Chettinad, Kerala, Seafood",
Pashto,No,No,4.1,765,080 48149993,Residency Road,Casual Dining,"Biryani, Kulfi Faluda, Peshawari Paneer, Dal Tadka, Yakhni Shorba, Tandoori Roti, Phirni","North Indian, Mughlai, Afghan",800.0
Season - Adarsh Hamilton,No,Yes,4.3,325,080 43595713,Richmond Road,Casual Dining,"Fish, Pepper Corn, Salads, Mutton Biryani, Lunch Buffet, Apple Pie, Dahi Vada","North Indian, Chinese, South Indian, Continental",
Edo Restaurant & Bar - ITC Gardenia,No,Yes,4.3,231,080 22119898,Richmond Road,Fine Dining,"Sushi, Teriyaki Chicken, Oysters, Tiramisu, Chocolate Mousse, Tempura, Salmon",Japanese,
Riwaz - The Ritz-Carlton,No,Yes,4.1,270,080 49148000,Residency Road,"Fine Dining, Bar","Tandoori Broccoli, Dal Makhani, Tamatar Ka Shorba, Kadhai Paneer, Raan, Kulfi, Biryani",North Indian,
Oye Amritsar,Yes,Yes,4.1,450,+91 9036025211,Church Street,Casual Dining,"Lassi, Aloo Paratha, Jalebi, Palak Paneer, Cheese Naan",North Indian,
The Grill House,Yes,Yes,4.1,765,080 40977011,Ulsoor,"Casual Dining, Bar","Steak, Burgers, Cocktails, Beer, Buffalo Wings, Pasta, Chicken Stroganoff","American, Mexican, Italian, Steak",
