Restaurant Name,Location,Contact Number/s,Restaurant Type,Rating,Cuisines Available,Most Liked Dishes,Table Booking Facility?
The Tao Terraces,MG Road,080 49653408,Casual Dining,4.0/5,"Thai, Japanese, Korean, Burmese, Chinese","Salads, Cocktails, Khao Suey, Jumbo Prawns, Veg Sushi, Espresso Martini, Tom Yum Soup",Yes
NoLimmits Lounge and Club,Brigade Road,080 49653274,Club,4.0/5,"Chinese, Continental, North Indian, Burger, Pizza","Salads, Chicken Bbq Wings, Sandwiches, Pasta, Biryani, Pizza, Cocktails",Yes
The Grill House,Ulsoor,080 40977011,"Casual Dining, Bar",4.1/5,"American, Mexican, Italian, Steak","Steak, Burgers, Cocktails, Beer, Buffalo Wings, Pasta, Chicken Stroganoff",Yes
Cobaja,Brigade Road,080 49652180,Casual Dining,4.3/5,"Seafood, South Indian, Bar Food, Mangalorean, Konkan","Badam Milk, Cocktails, Mutton Liver Fry, Paan Mojito, Veg Thali, Mocktails, Neer Dosa",Yes
ASEAN - On The Edge,MG Road,080 41783366,Casual Dining,4.4/5,"Asian, Thai","Cocktails, Khao Suey, Mocktails, Salad, Malacca Curry, Beer, Beef Pho",Yes
20 Feet High,Church Street,080 49653093,"Casual Dining, Bar",4.0/5,"American, Continental, Steak, Salad","Burgers, Mocktails, Pasta, Cocktails, Beef Steak, Lunch Buffet, Chicken Steak",Yes
Ebony,MG Road,080 41783344,Casual Dining,4.3/5,"North Indian, South Indian","Appam, Khao Suey, Rabri, Chicken Biryani, Kebab Platter, Prawn, Pad Thai",Yes
Mamma Mexicana,MG Road,+91 9886670606,Casual Dining,2.2/5,Mexican,"Nachos, Pizza, Margarita, Mushroom Soup, Tacos, Tortilla Soup, Chicken Burritos",Yes
Ging - Royal Orchid Central,MG Road,+91 9902000063,"Bar, Casual Dining",4.3/5,Asian,"Paneer Satay, Beer, Creme Brulee, Crispy Prawns",Yes
BLOW,Church Street,080 49653044,Cafe,4.3/5,"Cafe, Continental, American, Burger","Mocktails, Pasta, Burgers, Sandwich, Salsa, Salad, Hazelnut Frappe",Yes
Sharief Bhai,Frazer Town,+91 8095752222,Casual Dining,4.3/5,"Mughlai, Biryani","Mutton Biryani, Nalli Nihari, Matka Phirni, Anjal Fry, Tangdi Kabab, Paratha, Paya",Yes
Cafe Azzure,MG Road,080 49653400,Cafe,4.3/5,"Cafe, Continental, Italian, Burger","Pasta, Wedges, Pizza, Nachos, Mocktails, Peri Peri Fish, Burgers",Yes
Samarkand,Infantry Road,080 41113366,Casual Dining,4.1/5,"North Indian, Mughlai","Hyderabadi Biryani, Firni, Kulfi, Lassi, Mutton Biryani, Gosht Dum Biryani, Raan",Yes
Carnatic,Church Street,080 49652709,Casual Dining,4.2/5,"South Indian, Kerala, Andhra, Biryani, Chettinad, Konkan, Mangalorean","Guntur Chicken Biryani, Thali, Andhra Chilli Chicken, Raita, Kothu Paratha, Coconut Mousse, Appam",Yes
1Q1,Infantry Road,080 48050101,"Casual Dining, Bar",4.3/5,"Asian, Japanese, Thai, Malaysian, Vietnamese, Korean, Chinese","Cocktails, Stir Fried Noodles, Cheesecake, Jasmine Rice, Kung Pao Vegetables, Veg Sushi, Salad",Yes
Eden Park,Cunningham Road,080 49652446,Casual Dining,4.1/5,"Andhra, Biryani, Chinese, North Indian, Seafood, South Indian","Pasta, Bamboo Biryani, Noodles, Chicken Guntur, Andhra Meal, Andhra Style Biryani, Babycorn Manchurian",Yes
The Grill House,Ulsoor,080 40977011,"Casual Dining, Bar",4.1/5,"American, Mexican, Italian, Steak","Steak, Burgers, Cocktails, Beer, Buffalo Wings, Pasta, Chicken Stroganoff",Yes
Ging - Royal Orchid Central,MG Road,+91 9902000063,"Bar, Casual Dining",4.3/5,Asian,"Paneer Satay, Beer, Creme Brulee, Crispy Prawns",Yes
1Q1,Infantry Road,080 48050101,"Casual Dining, Bar",4.3/5,"Asian, Japanese, Thai, Malaysian, Vietnamese, Korean, Chinese","Cocktails, Stir Fried Noodles, Cheesecake, Jasmine Rice, Kung Pao Vegetables, Veg Sushi, Salad",Yes
1Q1,Infantry Road,080 48050101,"Casual Dining, Bar",4.3/5,"Asian, Japanese, Thai, Malaysian, Vietnamese, Korean, Chinese","Cocktails, Stir Fried Noodles, Cheesecake, Jasmine Rice, Kung Pao Vegetables, Veg Sushi, Salad",Yes
The Grill House,Ulsoor,080 40977011,"Casual Dining, Bar",4.1/5,"American, Mexican, Italian, Steak","Steak, Burgers, Cocktails, Beer, Buffalo Wings, Pasta, Chicken Stroganoff",Yes
Ging - Royal Orchid Central,MG Road,+91 9902000063,"Bar, Casual Dining",4.3/5,Asian,"Paneer Satay, Beer, Creme Brulee, Crispy Prawns",Yes
The Fisherman's Wharf,Sarjapur Road,080 49653108,"Casual Dining, Bar",4.4/5,"Seafood, Goan, North Indian, Continental, Asian","Sea Food, Caesar Salad, Jumbo Prawns, Cocktails, Mocktails, Goan Fish Curry, Curry Crab",Yes
The Buffet Table,HSR,080 49652800,Casual Dining,0/5,"North Indian, Pan Asian, Chinese, Italian, Continental, South Indian","Gajar Ka Halwa, Gulab Jamun, Vanilla Ice Cream, Fish, Salad, Chicken Biryani, Tomato Soup",Yes
Shift,HSR,080 49653439,"Lounge, Casual Dining",4.2/5,"Finger Food, Continental, North Indian","Paneer Steak, Peri Peri Pizza, Lamb Chops, Chicken Biryani, Cocktails, Mocktails, Kiwi Delight",Yes
Broadway - The Gourmet Theatre,HSR,080 49653479,Casual Dining,4.2/5,"Japanese, North Indian, Italian, Korean, Mexican, Thai","Sushi, Cocktails, Mocktails, Bamboo Chicken Biryani, Coconut Soup, Pasta, Sea Food",Yes
Onesta,HSR,+91 7337844620,"Casual Dining, Cafe",4.4/5,"Pizza, Cafe, Italian","Banana Smoothie, Chocolate Pizza, Tiramisu, Barbeque Chicken Pizza, Fish, Pasta, Mushroom Ravioli",Yes
Atithi,HSR,+91 9538800665,Casual Dining,3.9/5,"North Indian, Chinese, Street Food","Vegetable Biryani, Jalebi, Paneer Curry, Tandoori Paneer, Paneer Tikka, Gulab Jamun, Paratha",Yes
Foxtrot - House of Subculture,Koramangala 3rd Block,080 49652660,"Cafe, Lounge",4.4/5,"Cafe, American, Asian, North Indian","Cocktails, Fish, Momos, Mocktails, Seafood Risotto, Pizza, Chicken Lollipop",Yes
Barbeque Nation,Koramangala 1st Block,+91 8860216060,Casual Dining,4.7/5,"North Indian, European, Mediterranean, BBQ, Kebab","Cocktails, Mutton Seekh, Tangdi Chicken, Mango Ice Cream, Biryani, Malai Kulfi, Fish",Yes
Tea Villa Cafe,HSR,080 33512986,"Cafe, Casual Dining",4.2/5,"Cafe, Tea, Continental, Mediterranean, Italian, Desserts, Beverages","Tea, Waffles, Pasta, Spaghetti, Sandwiches, Ratatouille, Nutella Waffle",Yes
Onesta,HSR,+91 7337844620,"Casual Dining, Cafe",4.4/5,"Pizza, Cafe, Italian","Banana Smoothie, Chocolate Pizza, Tiramisu, Barbeque Chicken Pizza, Fish, Pasta, Mushroom Ravioli",Yes
Amour Fine Patisserie,HSR,080 49652482,"Cafe, Dessert Parlor",4.0/5,"Cafe, Desserts, Continental","Macaroon, Coffee, Cappuccino, Pinacolada, Ferrero Rocher, Latte",Yes
Caffe Pascucci,HSR,+91 8043758922,Cafe,4.1/5,"Cafe, Continental, Pizza, Italian, Beverages","Pizza, Coffee, Pasta, Sandwiches, Chicken Lasagne, Pepper Chicken, Bruschettas",Yes
Sunny Cafe & Kitchen,HSR,080 49653055,"Cafe, Casual Dining",3.8/5,"Cafe, Continental, Beverages, Desserts","Latte, Sandwich, Pizza, Falafel, Pasta, Choco Brownie Shake, Waffles",Yes
Onesta,HSR,+91 7337844620,"Casual Dining, Cafe",4.4/5,"Pizza, Cafe, Italian","Banana Smoothie, Chocolate Pizza, Tiramisu, Barbeque Chicken Pizza, Fish, Pasta, Mushroom Ravioli",Yes
Magnolia,Koramangala 3rd Block,080 41102222,Casual Dining,4.1/5,"Chinese, Thai, Asian","Noodles, Pinacolada, Mocktails, Salad, Thai Green Curry, Spicy Crabmeat Soup, Clear Soup",Yes
The Buffet Table,HSR,080 49652800,Casual Dining,0/5,"North Indian, Pan Asian, Chinese, Italian, Continental, South Indian","Gajar Ka Halwa, Gulab Jamun, Vanilla Ice Cream, Fish, Salad, Chicken Biryani, Tomato Soup",Yes
Zero Mile Punjab,HSR,+91 9986785586,Casual Dining,4.1/5,"North Indian, Mughlai","Lassi, Chicken Curry, Chicken Malai Tikka, Butter Chicken, Panner Tikka, Butter Naan, Jeera Rice",Yes
La Casa Brewery And Kitchen,Sarjapur Road,080 49653309,"Microbrewery, Casual Dining",4.4/5,"Finger Food, Continental, Seafood","Salads, Wheat Beer, Craft Beer, Pepperoni Pizza, Prawn Ghee Roast, Cocktails, Curry Leaf Chicken",Yes
The Fisherman's Wharf,Sarjapur Road,080 49653108,"Casual Dining, Bar",4.4/5,"Seafood, Goan, North Indian, Continental, Asian","Sea Food, Caesar Salad, Jumbo Prawns, Cocktails, Mocktails, Goan Fish Curry, Curry Crab",Yes
154 Breakfast Club,Koramangala 3rd Block,080 25533133,Cafe,4.0/5,"Cafe, Continental","Pancakes, Waffles, Bbq Sandwich, Mushroom Ragout, Big Breakfast, Nutella Waffle, Omelette",Yes
Amour Fine Patisserie,HSR,080 49652482,"Cafe, Dessert Parlor",4.0/5,"Cafe, Desserts, Continental","Macaroon, Coffee, Cappuccino, Pinacolada, Ferrero Rocher, Latte",Yes
Cafe Thulp,Bellandur,080 41129702,Cafe,4.0/5,"Cafe, Burger, Italian, Salad","Burgers, Fries, Beef Burger, Pasta, Salad, Mudpie, Falafel Burger",Yes
Kumarakom,HSR,080 49653501,Casual Dining,3.8/5,"Kerala, Seafood, South Indian, North Indian, Chinese","Egg Roast, Appam, Fish, Sea Food, Chicken Curry, Chicken Stew, Beef Fry",Yes
Parika Multicuisine & Coastal Fine Dine,HSR,080 49653159,Casual Dining,3.9/5,"Mangalorean, Seafood, North Indian, Chinese","Sea Food, Fish, Prawn Curry, Crab Masala, Prawn Gassi, Naan, Neer Dosa",Yes
Atithi,HSR,+91 9538800665,Casual Dining,3.9/5,"North Indian, Chinese, Street Food","Vegetable Biryani, Jalebi, Paneer Curry, Tandoori Paneer, Paneer Tikka, Gulab Jamun, Paratha",Yes
Tipsy Bull - The Bar Exchange,Bellandur,080 49653133,"Bar, Casual Dining",4.4/5,"North Indian, Chinese, Continental, Mexican","Falafel, Cocktails, Mocktails, Sea Food, Spring Roll, Mutton Pepper Fry, Pasta",Yes
Caffe Pascucci,HSR,+91 8043758922,Cafe,4.1/5,"Cafe, Continental, Pizza, Italian, Beverages","Pizza, Coffee, Pasta, Sandwiches, Chicken Lasagne, Pepper Chicken, Bruschettas",Yes
Chaat Trail By Moti Mahal,HSR,080 49652188,Quick Bites,3.9/5,"Street Food, Beverages, South Indian, North Indian, Ice Cream, Mithai, Rajasthani","Chaat, Chole Bhature, Pav Bhaji, Gulab Jamun, Bhel Puri, Paneer Pakora",Yes
Vintage Shack,HSR,080 49652190,"Casual Dining, Lounge",3.9/5,"North Indian, Continental","Panna Cotta, Murgh Makhani, Pasta, Lemonade, Chicken Biryani, Kulcha, Naan",Yes
Broadway - The Gourmet Theatre,HSR,080 49653479,Casual Dining,4.2/5,"Japanese, North Indian, Italian, Korean, Mexican, Thai","Sushi, Cocktails, Mocktails, Bamboo Chicken Biryani, Coconut Soup, Pasta, Sea Food",Yes
Sunny Cafe & Kitchen,HSR,080 49653055,"Cafe, Casual Dining",3.8/5,"Cafe, Continental, Beverages, Desserts","Latte, Sandwich, Pizza, Falafel, Pasta, Choco Brownie Shake, Waffles",Yes
Punjabi Times,Bellandur,080 49653379,"Casual Dining, Bar",4.1/5,North Indian,"Papdi Chaat, Thandai, Chole Bhature, Lassi, Paan Ice Cream, Mutton Curry, Raita",Yes
Ajwa Thalassery Biryani,Sarjapur Road,+91 8043749355,Quick Bites,3.9/5,"Biryani, South Indian","Thalassery Biryani, Chicken Fry, Chicken Biryani",Yes
The Beer Cafe,Koramangala 4th Block,+91 8929188568,Pub,4.2/5,"Finger Food, Chinese, Italian, Burger","Beer, Chilli Chicken, Pizza, Paneer Tikka, Cocktails, Nachos, Mocktails",Yes
Manchow,Bellandur,080 49652861,Casual Dining,3.8/5,"Chinese, Asian, Momos","Veg Manchow Soup, Garlic Butter Noodle, Chop Suey, Chicken Dim Sum",Yes
Bathinda Junction,HSR,+91 8095766619,Casual Dining,4.0/5,North Indian,"Lassi, Butter Chicken, Sarson Ka Saag, Rajma Chawal, Naan, Chicken Handi, Chicken Rara",Yes
Xtreme Sports Bar,Sarjapur Road,080 49653459,Pub,4.0/5,"Continental, Chinese, North Indian","Lunch Buffet, Boti Kebab, Beer, Potato Wedges, Gulab Jamun, Pizza, Club Sandwich",Yes
Roots,Koramangala 1st Block,080 49653573,"Casual Dining, Bar",4.5/5,"North Indian, South Indian, Chinese, Continental, Mangalorean","Kadhai Murgh, Coffee Toffee, Pasta, Tandoori Chicken, Dum Aloo, Tandoori Pomfret, Butter Chicken",Yes
Shift,HSR,080 49653439,"Lounge, Casual Dining",4.2/5,"Finger Food, Continental, North Indian","Paneer Steak, Peri Peri Pizza, Lamb Chops, Chicken Biryani, Cocktails, Mocktails, Kiwi Delight",Yes
Tangerine - Davanam Sarovar Portico Suites,Koramangala 2nd Block,080 49652825,Casual Dining,4.0/5,"Continental, Italian, North Indian, Asian, Bakery, Chinese, European, Japanese","Breakfast Buffet, Sushi, Cheesecake, Gulab Jamun, Lunch Buffet, Fish, Noodles",Yes
Onesta,HSR,+91 7337844620,"Casual Dining, Cafe",4.4/5,"Pizza, Cafe, Italian","Banana Smoothie, Chocolate Pizza, Tiramisu, Barbeque Chicken Pizza, Fish, Pasta, Mushroom Ravioli",Yes
Amour Fine Patisserie,HSR,080 49652482,"Cafe, Dessert Parlor",4.0/5,"Cafe, Desserts, Continental","Macaroon, Coffee, Cappuccino, Pinacolada, Ferrero Rocher, Latte",Yes
Caffe Pascucci,HSR,+91 8043758922,Cafe,4.1/5,"Cafe, Continental, Pizza, Italian, Beverages","Pizza, Coffee, Pasta, Sandwiches, Chicken Lasagne, Pepper Chicken, Bruschettas",Yes
Amour Fine Patisserie,HSR,080 49652482,"Cafe, Dessert Parlor",4.0/5,"Cafe, Desserts, Continental","Macaroon, Coffee, Cappuccino, Pinacolada, Ferrero Rocher, Latte",Yes
TBC Sky Lounge,HSR,+91 7338649944,"Casual Dining, Bar",4.7/5,"Continental, Asian, Italian, North Indian","Kulcha, Cocktails, Peri Peri Chicken, Masala Peanuts, Virgin Colada, Apple Pie, Sea Food",Yes
Shift,HSR,080 49653439,"Lounge, Casual Dining",4.2/5,"Finger Food, Continental, North Indian","Paneer Steak, Peri Peri Pizza, Lamb Chops, Chicken Biryani, Cocktails, Mocktails, Kiwi Delight",Yes
Hangover,HSR,080 49652578,"Bar, Casual Dining",4.3/5,"Asian, Continental, Finger Food","Cocktails, Long Island Iced Tea, Paneer Lababdar, Keema Pav, Nachos, Peri Peri Fries, Beer",Yes
House Of Commons,HSR,080 45128819,Bar,4.7/5,"Continental, Asian, North Indian","Spaghetti, Ghee Roast Mutton, Draft Beer, Pinacolada, Pizza, Cocktails, Craft Beer",Yes
Broadway - The Gourmet Theatre,HSR,080 49653479,Casual Dining,4.2/5,"Japanese, North Indian, Italian, Korean, Mexican, Thai","Sushi, Cocktails, Mocktails, Bamboo Chicken Biryani, Coconut Soup, Pasta, Sea Food",Yes
Onesta,HSR,+91 7337844620,"Casual Dining, Cafe",4.4/5,"Pizza, Cafe, Italian","Banana Smoothie, Chocolate Pizza, Tiramisu, Barbeque Chicken Pizza, Fish, Pasta, Mushroom Ravioli",Yes
Vanilla Sky,HSR,080 49653084,Lounge,4.6/5,"Chinese, Continental, North Indian, Finger Food","Cocktails, Gulab Jamun, Spring Roll, Egg Pakora, Biryani, Veg Nachos, Buffalo Wings",Yes
Baar Union,HSR,080 49653440,"Bar, Pub",4.6/5,"Continental, Finger Food, Asian, Chinese","Masala Peanuts, Onion Rings, Cocktails, Biryani, Veg Momos, Pinacolada, Pakoda",Yes
Safe House,HSR,080 49652593,"Bar, Casual Dining",4.1/5,"Continental, North Indian, Chinese, Finger Food","Prawn, Masala Peanuts, Honey Chilli Potatoes, Craft Beer, Mushroom Noodles, Cocktails, Pizza",Yes
Caffe Pascucci,HSR,+91 8043758922,Cafe,4.1/5,"Cafe, Continental, Pizza, Italian, Beverages","Pizza, Coffee, Pasta, Sandwiches, Chicken Lasagne, Pepper Chicken, Bruschettas",Yes
Kumarakom,HSR,080 49653501,Casual Dining,3.8/5,"Kerala, Seafood, South Indian, North Indian, Chinese","Egg Roast, Appam, Fish, Sea Food, Chicken Curry, Chicken Stew, Beef Fry",Yes
Zero Mile Punjab,HSR,+91 9986785586,Casual Dining,4.1/5,"North Indian, Mughlai","Lassi, Chicken Curry, Chicken Malai Tikka, Butter Chicken, Panner Tikka, Butter Naan, Jeera Rice",Yes
Vintage Shack,HSR,080 49652190,"Casual Dining, Lounge",3.9/5,"North Indian, Continental","Panna Cotta, Murgh Makhani, Pasta, Lemonade, Chicken Biryani, Kulcha, Naan",Yes
Bathinda Junction,HSR,+91 8095766619,Casual Dining,4.0/5,North Indian,"Lassi, Butter Chicken, Sarson Ka Saag, Rajma Chawal, Naan, Chicken Handi, Chicken Rara",Yes
Parika Multicuisine & Coastal Fine Dine,HSR,080 49653159,Casual Dining,3.9/5,"Mangalorean, Seafood, North Indian, Chinese","Sea Food, Fish, Prawn Curry, Crab Masala, Prawn Gassi, Naan, Neer Dosa",Yes
Sunny Cafe & Kitchen,HSR,080 49653055,"Cafe, Casual Dining",3.8/5,"Cafe, Continental, Beverages, Desserts","Latte, Sandwich, Pizza, Falafel, Pasta, Choco Brownie Shake, Waffles",Yes
Atithi,HSR,+91 9538800665,Casual Dining,3.9/5,"North Indian, Chinese, Street Food","Vegetable Biryani, Jalebi, Paneer Curry, Tandoori Paneer, Paneer Tikka, Gulab Jamun, Paratha",Yes
Chaat Trail By Moti Mahal,HSR,080 49652188,Quick Bites,3.9/5,"Street Food, Beverages, South Indian, North Indian, Ice Cream, Mithai, Rajasthani","Chaat, Chole Bhature, Pav Bhaji, Gulab Jamun, Bhel Puri, Paneer Pakora",Yes
The Fisherman's Wharf,Sarjapur Road,080 49653108,"Casual Dining, Bar",4.3/5,"Seafood, Goan, North Indian, Continental, Asian","Sea Food, Caesar Salad, Jumbo Prawns, Cocktails, Mocktails, Goan Fish Curry, Curry Crab",Yes
Foxtrot - House of Subculture,Koramangala 3rd Block,080 49652660,"Cafe, Lounge",4.4/5,"Cafe, American, Asian, North Indian","Cocktails, Fish, Momos, Mocktails, Seafood Risotto, Pizza, Chicken Lollipop",Yes
Barbeque Nation,Koramangala 1st Block,+91 8860216060,Casual Dining,4.7/5,"North Indian, European, Mediterranean, BBQ, Kebab","Cocktails, Mutton Seekh, Tangdi Chicken, Mango Ice Cream, Biryani, Malai Kulfi, Fish",Yes
House Of Commons,HSR,080 45128819,Bar,4.7/5,"Continental, Asian, North Indian","Spaghetti, Ghee Roast Mutton, Draft Beer, Pinacolada, Pizza, Cocktails, Craft Beer",Yes
TBC Sky Lounge,HSR,+91 7338649944,"Casual Dining, Bar",4.7/5,"Continental, Asian, Italian, North Indian","Kulcha, Cocktails, Peri Peri Chicken, Masala Peanuts, Virgin Colada, Apple Pie, Sea Food",Yes
Shift,HSR,080 49653439,"Lounge, Casual Dining",4.2/5,"Finger Food, Continental, North Indian","Paneer Steak, Peri Peri Pizza, Lamb Chops, Chicken Biryani, Cocktails, Mocktails, Kiwi Delight",Yes
Hangover,HSR,080 49652578,"Bar, Casual Dining",4.3/5,"Asian, Continental, Finger Food","Cocktails, Long Island Iced Tea, Paneer Lababdar, Keema Pav, Nachos, Peri Peri Fries, Beer",Yes
Baar Union,HSR,080 49653440,"Bar, Pub",4.6/5,"Continental, Finger Food, Asian, Chinese","Masala Peanuts, Onion Rings, Cocktails, Biryani, Veg Momos, Pinacolada, Pakoda",Yes
Safe House,HSR,080 49652593,"Bar, Casual Dining",4.1/5,"Continental, North Indian, Chinese, Finger Food","Prawn, Masala Peanuts, Honey Chilli Potatoes, Craft Beer, Mushroom Noodles, Cocktails, Pizza",Yes
Foxtrot - House of Subculture,Koramangala 3rd Block,080 49652660,"Cafe, Lounge",4.4/5,"Cafe, American, Asian, North Indian","Cocktails, Fish, Momos, Mocktails, Seafood Risotto, Pizza, Chicken Lollipop",Yes
House Of Commons,HSR,080 45128819,Bar,4.7/5,"Continental, Asian, North Indian","Spaghetti, Ghee Roast Mutton, Draft Beer, Pinacolada, Pizza, Cocktails, Craft Beer",Yes
Baar Union,HSR,080 49653440,"Bar, Pub",4.6/5,"Continental, Finger Food, Asian, Chinese","Masala Peanuts, Onion Rings, Cocktails, Biryani, Veg Momos, Pinacolada, Pakoda",Yes
TBC Sky Lounge,HSR,+91 7338649944,"Casual Dining, Bar",4.7/5,"Continental, Asian, Italian, North Indian","Kulcha, Cocktails, Peri Peri Chicken, Masala Peanuts, Virgin Colada, Apple Pie, Sea Food",Yes
Hangover,HSR,080 49652578,"Bar, Casual Dining",4.3/5,"Asian, Continental, Finger Food","Cocktails, Long Island Iced Tea, Paneer Lababdar, Keema Pav, Nachos, Peri Peri Fries, Beer",Yes
Safe House,HSR,080 49652593,"Bar, Casual Dining",4.1/5,"Continental, North Indian, Chinese, Finger Food","Prawn, Masala Peanuts, Honey Chilli Potatoes, Craft Beer, Mushroom Noodles, Cocktails, Pizza",Yes
The Fisherman's Wharf,Sarjapur Road,080 49653108,"Casual Dining, Bar",4.3/5,"Seafood, Goan, North Indian, Continental, Asian","Sea Food, Caesar Salad, Jumbo Prawns, Cocktails, Mocktails, Goan Fish Curry, Curry Crab",Yes
The Kebab Room - Restaurant & Brewery,Indiranagar,080 49653060,"Casual Dining, Microbrewery",4.0/5,"Mughlai, North Indian","Biryani, Beer, Phirni, Paneer Tikka, Raita, Dahi Ke Kebab, Fish",Yes
Peacock,Indiranagar,080 49653000,Casual Dining,3.9/5,"North Indian, BBQ, Mughlai","Mutton Roganjosh, Mango Mousse, Sev Puri, Kadai Paneer, Butter Chicken, Mocktails, Chicken Biryani",Yes
Big Pitcher,Old Airport Road,080 49652494,"Pub, Microbrewery",4.7/5,"American, Continental, North Indian, Mediterranean","Beer, Cocktails, Tiramisu, Tawa Chicken, Mocktails, Chicken Satay, Sea Food",Yes
Barbeque Nation,Indiranagar,+91 8064806060,Casual Dining,4.7/5,"North Indian, European, Mediterranean, BBQ, Kebab","Mutton Curry, Tender Coconut Payasam, Mutton Seekh Kebab, Kulfi, Kheer, Chicken Biryani, Brownie",Yes
LOFT38,Indiranagar,080 49337555,"Lounge, Casual Dining",4.3/5,"Continental, American, Asian, North Indian, Burger","Cocktails, Mushroom Pizza, Pork Ribs, Mocktails, Nachos, Sea Food, Long Island Iced Tea",Yes
Mainland China,Indiranagar,080 49652961,Casual Dining,4.4/5,"Chinese, Momos","Basil Chicken, Lunch Buffet, Chicken Tom Yum Soup, Sweet Corn Soup, Singapore Noodles, Chicken Dim Sum, Chicken Wings",Yes
China Bistro & Lounge,Indiranagar,080 33512998,Casual Dining,4.4/5,"Asian, Chinese, Thai, Korean","Cocktails, Sushi, Lobster Dumplings, Cheesecake",Yes
Citrus - The Leela Palace,Old Airport Road,080 25211234,Fine Dining,4.2/5,"North Indian, Italian, Asian, Continental, Mediterranean","Salad, Steak, Rasgulla, Pizza, Salads, Waffles, Sunday Brunch",Yes
The Tao Terraces,MG Road,080 49653408,Casual Dining,4.0/5,"Thai, Japanese, Korean, Burmese, Chinese","Salads, Cocktails, Khao Suey, Jumbo Prawns, Veg Sushi, Espresso Martini, Tom Yum Soup",Yes
Lazy Suzy,Indiranagar,080 49652565,"Cafe, Bakery",4.3/5,"Cafe, Continental, Beverages, Burger, Desserts, Pizza, Bakery, European","Hot Chocolate, Pizza, Sandwiches, Pancakes, Mushroom Pasta, Pasta Salad, Sandwich",Yes
