name,online_order,book_table,rating,votes,phone,location,type,dish_liked,cuisines,approx_cost_two_people
Subz,Yes,Yes,4.2/5,2022,080 49652607,Jayanagar,Casual Dining,"Veg Buffet, Pasta, Salads, Rasmalai, Chaat, Biryani, Fries","North Indian, South Indian","1,000"
Fusion Theory,No,Yes,0/5,0,080 49653171,Jayanagar,Casual Dining,"Aam Panna, Pasta, Paneer Tikka, Biryani, Pav Bhaji, Veg Pulao, Nachos","Chinese, Continental, North Indian, South Indian, Beverages",700
Empire Restaurant,Yes,No,4.4/5,4884,080 49653266,Jayanagar,Casual Dining,"Chicken Tikka Masala, Mutton Keema Dosa, Mutton Biryani, Raan Biryani, Brain Fry, Chicken Grill, Ghee Rice","North Indian, Mughlai, South Indian, Chinese",750
San Churro Cafe,Yes,No,3.8/5,918,+91 9663487993,Banashankari,"Cafe, Casual Dining","Churros, Cannelloni, Minestrone Soup, Hot Chocolate, Pink Sauce Pasta, Salsa, Veg Supreme Pizza","Cafe, Mexican, Italian",800
Tree Top,Yes,No,3.8/5,74,080 49652744,Wilson Garden,Casual Dining,Friendly Staff,"Continental, Chinese, North Indian, South Indian","1,000"
The Yellow Chilli,Yes,Yes,3.8/5,584,080 41712345,Jayanagar,Casual Dining,"Spring Roll, Tomato Soup, Mocktails, Sweet Corn Soup, Gulab Jamun, Roti, Paneer Tikka","North Indian, Mughlai, Biryani","1,200"
Tea Villa Cafe,No,Yes,4.3/5,633,080 49653143,Jayanagar,"Cafe, Casual Dining","Tea, Waffles, Coffee, Nutella Waffle, Pizza, Wedges, Pasta","Cafe, Continental, Mediterranean, Italian, Desserts",800
Cafe Cosy,No,Yes,4.1/5,102,080 49653354,Jayanagar,Cafe,"Pasta, Pizza, Mocktails","Cafe, Chinese, Continental, Fast Food",800
Onesta,Yes,Yes,4.6/5,1755,+91 8049525686,Basavanagudi,"Casual Dining, Cafe","Barbeque Chicken Pizza, Mushroom Ravioli, Pasta, Lasagne, Berryblast, Mocktails, Potato Wedges","Pizza, Cafe, Italian",600
Redberrys,Yes,No,4.0/5,219,+91 9148421256,Basavanagudi,Cafe,"Pizza, Fries, Anjeer Ice Cream, Sandwiches, Gelato, Burgers, Kesar Badam","Cafe, Italian",600
Cafe Mondo,Yes,No,3.7/5,514,080 42088686,Basavanagudi,Cafe,"Pizza, Pasta Alfredo, Brownie, Garlic Bread, Sandwiches, Lemon Mojito, Mocha Fudge","Cafe, Italian, Beverages",600
1980s Games Cafe,Yes,No,3.4/5,58,080 41677077,Basavanagudi,Cafe,"Maggi, Pasta, Burgers, Sandwiches, Fries","Cafe, Fast Food",400
Go Native,Yes,Yes,4.3/5,1252,080 49653539,Jayanagar,"Casual Dining, Cafe","Mushroom Soup, Salads, Halwa, Thali, Salad, Millet Pizza, Misal Pav","Healthy Food, Cafe, Beverages",800
Alchemy Coffee Roasters,No,No,4.2/5,704,+91 8762473937,Jayanagar,Cafe,"Coffee, Fries, Sandwich, Pizza, Pancakes, Pasta, Hot Chocolate",Cafe,500
The Caramelts Cafe,No,No,4.2/5,223,080 26544799,Jayanagar,Cafe,"Burgers, Coffee, Pasta, Peri Peri Fries, Kit Kat Shake, Nachos, Paneer Tikka Pizza","Cafe, Salad, Wraps, Beverages",800
SlimSins Cafe,No,No,4.1/5,707,+91 9535582766,Jayanagar,Cafe,"Hummus Platter, Juicy Lamb Burger, Salmon Steak, Mousse, Pasta, Pizza, Sweet Potato Fries","Cafe, Healthy Food",850
Cafe Shuffle,Yes,Yes,4.2/5,150,+91 9742166777,Banashankari,Cafe,"Mocktails, Peri Fries, Lasagne, Pizza, Chicken Bbq Wings, Virgin Mojito, Nachos","Cafe, Italian, Continental",600
Krazzy Folds,Yes,Yes,4.2/5,1901,080 49652953,Jayanagar,Cafe,"Pasta, Tacos, Macaroni, Panna Cotta, Salads, Spaghetti, Churros","Cafe, Continental, Sandwich, Beverages",800
The Airos,Yes,No,4.1/5,130,+91 7026390001,Jayanagar,Cafe,"Pizza, Pasta, Nachos, Burgers, Sandwich, Tea, Cheese Balls","Cafe, Italian, Pizza",650
San Churro Cafe,Yes,No,3.8/5,918,+91 9663487993,Banashankari,"Cafe, Casual Dining","Churros, Cannelloni, Minestrone Soup, Hot Chocolate, Pink Sauce Pasta, Salsa, Veg Supreme Pizza","Cafe, Mexican, Italian",800
La Grande Cafe,No,No,3.8/5,46,+91 9845525205,Jayanagar,Cafe,"Coffee, Hot Chocolate, Cappuccino, Ice Tea, Corn Balls",Cafe,400
Grazers,Yes,Yes,3.9/5,291,080 26650668,Jayanagar,Cafe,"Burgers, Panneer Butter Masala, Pasta, Hot Dog, Fries, Cheesy Pizza, Potato Wedges","Cafe, Burger, Continental, Italian, Desserts",650
Java City,Yes,No,2.6/5,157,080 41654693,Jayanagar,Cafe,"Coffee, Sandwich, Hot Chocolate, Ice Tea, Sandwiches, Chicken Lasagne, Pizza","Cafe, American, Pizza",450
People Tree Cafe,No,No,3.7/5,168,+91 9886086452,Jayanagar,Cafe,"Chocolate Shake, Nachos, Babycorn Manchurian, Cheese Maggi, French Fries, Tea, Oreo Shake","Cafe, Fast Food, Beverages",400
FreshMenu,Yes,No,3.9/5,627,080 40424242,Banashankari,Delivery,"Salads, Sandwiches, Salad, Thai Rice, Pasta, Noodles, Pizza","Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger",450
Empire Restaurant,Yes,No,4.4/5,4884,080 49653266,Jayanagar,Casual Dining,"Chicken Tikka Masala, Mutton Keema Dosa, Mutton Biryani, Raan Biryani, Brain Fry, Chicken Grill, Ghee Rice","North Indian, Mughlai, South Indian, Chinese",750
Anna Kuteera,Yes,No,4.0/5,771,+91 9620009302,Banashankari,Casual Dining,"Panner Tikka, Kulfi, Coffee, Pav Bhaji, Carrot Halwa, Fried Rice, Set Dosa","South Indian, North Indian, Chinese",450
Energy Addaa,Yes,No,4.2/5,64,080 49652857,Basavanagudi,Quick Bites,"Pizza, Nachos, Salads, Peri Peri Fries, Brownie, Pasta Alfredo, Spaghetti","Salad, Healthy Food, Sandwich, Juices, Burger, Desserts, Pizza",500
KFC,Yes,No,3.8/5,505,080 33994444,Banashankari,Quick Bites,"Burgers, French Fries","Burger, Fast Food",450
Bengaluru Coffee House,Yes,No,4.1/5,201,+91 9740180090,Banashankari,Quick Bites,"Masala Dosa, Tirupathi Pongal, Filter Coffee, Vada, Kharabath, Kali Dosa, Rava Idli","South Indian, North Indian, Chinese, Street Food",300
Shanmukha,Yes,No,4.0/5,774,080 49652639,Koramangala 5th Block,Casual Dining,"Chicken Dum Biryani, Kerala Parotta, Chicken Boneless Biryani, Vegetable Biryani, Naan, Fish, Gulab Jamun","Biryani, Andhra, North Indian, Chinese",800
Bhukkhad Baba,Yes,No,3.7/5,125,+91 6361316696,JP Nagar,Quick Bites,"Paratha, Thali","North Indian, Beverages",250
House Of Kebabs,Yes,No,3.8/5,540,080 49653042,Basavanagudi,Casual Dining,"Rolls, Shawarma, Butter Chicken, Mutton Biryani, Lahori Chicken, Chicken Roll, Grape Juice","North Indian, Kebab, Biryani, Chinese",650
Smoke-A-Pot,Yes,No,3.6/5,91,080 49652493,JP Nagar,"Takeaway, Delivery","Pot Biryani, Raita, Mutton Biryani","Biryani, North Indian, Rolls",500
Chaatimes,Yes,No,3.8/5,133,+91 8884232233,Basavanagudi,Quick Bites,"Dabeli, Faluda, Masala Poori, Sandwiches, Tokri Chaat, Pav Bhaji, Dahipuri","Street Food, Fast Food",200
Shanthi Sagar,Yes,No,3.6/5,518,+91 8217521220,JP Nagar,Casual Dining,"Coffee, Mushroom Masala, Masala Dosa, Palak Paneer","South Indian, North Indian, Chinese",400
Kabab Magic,Yes,No,4.1/5,1720,080 26570381,Basavanagudi,Quick Bites,"Grape Juice, Chicken Grill, Chicken Tikka Roll, Shawarma Roll, Chicken Shawarama, Biryani Combo, Rolls","North Indian, Kebab, Chinese, Fast Food",400
The Biriyani Pedia,Yes,No,3.9/5,55,+91 9809202588,BTM,Quick Bites,"Chicken Stew, Ghee Rice, Biryani, Chai",Biryani,300
Paratha Junction,Yes,No,3.2/5,395,+91 7022586895,Jayanagar,Quick Bites,Paratha,"North Indian, Chinese",300
SL Vadapav,Yes,No,4.0/5,78,+91 9900597313,Jayanagar,Quick Bites,"Dabeli, Samosa, Tawa Pulav, Cheese Vada Pav",Maharashtrian,100
Adithya,Yes,No,4.0/5,332,080 49652760,JP Nagar,Quick Bites,"Neer Dosa, Coffee, Pav Bhaji, Khali Dosa, Panipuri, Masala Dosa, Tea","South Indian, North Indian, Chinese",300
Krispy Kreme,Yes,No,4.0/5,253,080 41718398,Jayanagar,Dessert Parlor,"Coffee, Chocolate Donut, Chocolate Dreamcake, Cookie Crunch, Double Chocolate Cake, Hot Chocolate","Desserts, Beverages",300
Keventers,Yes,No,3.9/5,210,080 49653086,Jayanagar,"Beverage Shop, Dessert Parlor","Thick Shakes, Chocolate Hazelnut Shake, Mango Shake, Choco Hazelnut, Milk Shake, Chocolate Oreo, Strawberry Milkshake","Desserts, Beverages, Ice Cream",400
Polar Bear,Yes,No,3.8/5,71,080 49652725,Basavanagudi,Dessert Parlor,Hot Chocolate Fudge,"Ice Cream, Desserts, Beverages, Sandwich",400
Kedia's Fun Food,Yes,No,4.3/5,630,+91 8867769557,Jayanagar,Quick Bites,"Paratha, Vada Pav, Chaat, Pav Bhaji, Panipuri, Masala Poori, Dhokla","North Indian, Street Food, Juices",200
Sri Udupi Food Hub,Yes,Yes,4.1/5,175,+91 9916866033,Jayanagar,Casual Dining,"Filter Coffee, Masala Dosa, Idli, Vada","South Indian, North Indian, Chinese, Beverages",500
Meghana Foods,Yes,No,4.4/5,4401,080 49653564,Jayanagar,Casual Dining,"Chicken Boneless Biryani, Hyderabadi Biryani, Paneer Biryani, Tandoori Chicken, Vegetable Biryani, Chicken Kebab, Raita","Biryani, North Indian, Chinese",600
Ovenstory Pizza,Yes,No,3.9/5,172,+91 7738383000,Banashankari,Delivery,"Paneer Tikka, Garlic Bread, Thin Crust Pizza, Falafel, Veggie Pizza",Pizza,750
Chai Point,Yes,No,3.2/5,208,+91 8880141000,Jayanagar,"Beverage Shop, Quick Bites","Ginger Chai, Ginger Tea, Banana Cake, Samosa, Masala Chai, Banana Walnut","Tea, Beverages, Fast Food",250
Twiststick House,Yes,No,4.1/5,163,+91 9916538249,Basavanagudi,Quick Bites,"White Pasta, Noodles, Babycorn Manchurian, Pizza, Veg Momos, Fry Momos, Tawa Pulav","Continental, Fast Food, Street Food, Momos",500
Wahab,Yes,No,3.7/5,97,+91 9845088001,Jayanagar,Quick Bites,"Chicken Biryani, Rolls","North Indian, Mughlai, Chinese",350
Faasos,Yes,No,4.2/5,415,+91 7700020020,Banashankari,Quick Bites,"Rolls, Veggie Wrap, Chocolate Fantasy, Rice Bowls, Chicken Rice, Paneer Makhanwala, Chicken Tikka Wrap","North Indian, Biryani, Fast Food",500
Grazers,Yes,Yes,3.9/5,291,080 26650668,Jayanagar,Cafe,"Burgers, Panneer Butter Masala, Pasta, Hot Dog, Fries, Cheesy Pizza, Potato Wedges","Cafe, Burger, Continental, Italian, Desserts",650
Patio 805,Yes,Yes,4.1/5,364,+91 8884999805,Jayanagar,Casual Dining,"Noodles, Laksa Soup, Coffee, Veg Fritters, Vegetarian, Babycorn Manchurian, Mango Salad","Thai, Vietnamese, Asian, Chinese","1,200"
Janahaar,Yes,No,3.8/5,70,+91 9740290589,Banashankari,Quick Bites,"Masala Dosa, Idli, Filter Coffee, Medu Dosa",South Indian,100
Juicy Momos,Yes,No,3.5/5,80,+91 9538550509,Banashankari,Quick Bites,"Rolls, Burgers, Juicy Momos, Chicken Momo, Chocolate Momos, Mushroom Momo, Paneer Momos","Tibetan, Momos",250
Upahara Darshini,Yes,No,4.0/5,166,+91 9845530078,Jayanagar,Quick Bites,"Vada, Coffee, Masala Dosa, Gulab Jamun, Roti, Idli, Tomato Soup","South Indian, North Indian, Chinese",400
SLV Corner Restaurant,Yes,No,4.1/5,364,080 49653234,Basavanagudi,Casual Dining,"Masala Dosa, Filter Coffee, Maddur Vada, Curd Vadai, Onion Dosa, Upma, Sunday Breakfast","South Indian, Chinese, North Indian, Street Food, Rolls, Juices",550
XO Belgian Waffle,Yes,No,3.9/5,56,+91 7892905558,Basavanagudi,Dessert Parlor,"Waffles, Nutella Waffle, Thick Shakes","Desserts, Beverages",400
Firangi Bake,Yes,No,4.0/5,53,+91 7710090007,Banashankari,Delivery,"Minced Chicken Lasagne, Chicken Steak","Mexican, Italian",600
Vinny's,Yes,Yes,4.2/5,2115,080 26716795,Banashankari,Casual Dining,"Pizza, Pasta, Garlic Bread, Nachos, Penne Alfredo, Mozzarella Sticks, Salad","Pizza, Italian, Continental, Desserts",800
Matru Sagar,Yes,No,3.6/5,84,+91 9972368854,Banashankari,Quick Bites,"Coffee, Masala Dosa","South Indian, North Indian, Chinese",250
Stories,Yes,Yes,4.2/5,2171,080 49653116,JP Nagar,"Pub, Casual Dining","Cocktails, Pizza, Fries, Pasta, Chicken Sizzler, Mocktails, Long Island Iced Tea","American, Chinese, Continental, North Indian","1,200"
Rajanna Military Hotel,Yes,No,4.1/5,164,+91 9686373527,Jayanagar,Quick Bites,"Biryani, Chicken Curry, Paya Soup, Paratha, Mutton Keema, Chicken Guntur, Pepper Chicken","Biryani, Fast Food",400
Protein Grillhouse,Yes,Yes,4.2/5,166,080 49652878,Jayanagar,Casual Dining,"Rice Bowl, Salads, Burgers, Prawn, Pancakes, Salmon, Fish","Healthy Food, Continental, Juices, Salad, Burger, Beverages, Desserts",800
Pizza Mane,Yes,No,3.5/5,32,+91 9886212159,Banashankari,Quick Bites,"French Fries, Burgers","Pizza, Sandwich, Burger, Fast Food",150
Old Mumbai Ice Cream,Yes,No,3.9/5,38,080 49652445,Banashankari,Dessert Parlor,Friendly Staff,Ice Cream,150
Bikaner Jn,Yes,No,3.9/5,85,+91 9163568669,JP Nagar,Quick Bites,"Thali, Dhokla, Samosa, Poha, Club Kachori, Paratha, Tea",Rajasthani,300
The Belgian Waffle Co.,Yes,No,3.8/5,152,00 08041010202,Jayanagar,Dessert Parlor,Waffles,"Desserts, Beverages",350
Cool Corner,Yes,No,4.2/5,191,080 26916505,Basavanagudi,Quick Bites,"Masala Dosa, Sandwiches, Coffee, Onion Dosa, Rava Dosa, Chaat, Sandwich","Street Food, Fast Food",250
Vakulaa Veg Restaurant,Yes,No,3.9/5,49,080 26659009,Jayanagar,Quick Bites,"Masala Dosa, Coffee, Pongal, Tea, Bonda","South Indian, North Indian",200
McDonald's,Yes,No,3.6/5,276,080 66000666,Basavanagudi,Quick Bites,"Burgers, Fries, Schezwan Burger, Maharaja Mac","Burger, Fast Food",500
Frozen Bottle,Yes,No,4.2/5,146,080 48664811,Banashankari,Beverage Shop,"Berryblast, Waffles, Cheesecake, Salted Caramel","Beverages, Desserts, Ice Cream",400
Pancuzzi,Yes,No,4.2/5,169,+91 9742737794,JP Nagar,Cafe,"Waffles, Burgers, Masala Fries, Crunchy Veg Burger, Tiramisu, Chocolate Pancakes, Oreo Shake","Cafe, Beverages, Desserts",600
Bhavani Chats N Juice,Yes,No,3.9/5,91,080 41213980,Jayanagar,Quick Bites,"Chaat, Aloo Tikki, Dabeli, Panipuri, Pav Bhaji, Vada Pav, Masala Poori","Beverages, Street Food",200
LIT Gastro Pub,Yes,Yes,3.8/5,197,+91 9739380630,Jayanagar,Pub,"Mocktails, Cocktails, Beer, Hot Wings, Pasta","Chinese, Continental, Burger, Pizza","1,000"
Bake Addiction,Yes,No,4.0/5,90,+91 7406856980,JP Nagar,Bakery,"Cup Cake, Swiss Roll","Bakery, Desserts",500
Go Native,Yes,Yes,4.3/5,1252,080 49653539,Jayanagar,"Casual Dining, Cafe","Mushroom Soup, Salads, Halwa, Thali, Salad, Millet Pizza, Misal Pav","Healthy Food, Cafe, Beverages",800
San Churro Cafe,Yes,No,3.8/5,918,+91 9663487993,Banashankari,"Cafe, Casual Dining","Churros, Cannelloni, Minestrone Soup, Hot Chocolate, Pink Sauce Pasta, Salsa, Veg Supreme Pizza","Cafe, Mexican, Italian",800
Sukh Sagar,Yes,No,3.8/5,155,080 26634132,Jayanagar,Casual Dining,"Pav Bhaji, Chaat, Sandwiches, Coffee, Noodles, Masala Dosa, Roti","South Indian, North Indian, Chinese, Street Food",450
Bakers Town,Yes,No,3.6/5,41,+91 7411103666,BTM,Cafe,"Fries, Pasta, Chicken Burger, Sandwich, Burgers, Monster Burger","Cafe, Continental, Fast Food",700
Amande Patisserie,Yes,No,4.0/5,73,080 26761080,Basavanagudi,Bakery,"Macaroon, Mousse, Caramel Eclair","Bakery, French, Desserts",300
Sandwich Mama's And Frozen Monster,Yes,No,3.8/5,53,00 09945784161,Jayanagar,Quick Bites,"Waffles, Sandwiches, Maggi, Thick Shakes, Chocolate Sandwich","Ice Cream, Beverages, Fast Food",250
Sreeraj Lassi Bar,Yes,No,3.9/5,61,+91 7022356498,Shanti Nagar,Beverage Shop,"Fruit Lassi, Sweet Lassi, Kulfi, Banana Split","Beverages, Desserts",150
Rahhams,Yes,No,2.6/5,307,080 22228700,Shanti Nagar,Casual Dining,"Mutton Biryani, Shawarma, Mutton Chops, Pahadi Kebab, Chicken Kebab, Mango Shake, Rolls","Mughlai, North Indian, Chinese",700
Cafe Shuffle,Yes,Yes,4.2/5,150,+91 9742166777,Banashankari,Cafe,"Mocktails, Peri Fries, Lasagne, Pizza, Chicken Bbq Wings, Virgin Mojito, Nachos","Cafe, Italian, Continental",600
Bubblewrap Waffle Co.,Yes,No,4.4/5,356,+91 8861828672,Jayanagar,Dessert Parlor,"Pizza Waffles, Sandwich, Hot Chocolate, Fries, Marshmallow, Cheesecake, Nutella Shake","Desserts, Beverages",400
Cross Road Cafe,Yes,No,3.9/5,91,080 41247022,Jayanagar,Cafe,"Momos, Burgers, Rolls, Sandwich, Hot Chocolate, Tea, Naga Thali","Cafe, Fast Food, Chinese",300
Pizza Stop,Yes,No,3.8/5,164,080 46640404,Basavanagudi,Quick Bites,"Pizza, White Sauce Pasta, Masala Garlic Bread","Pizza, Italian",600
The Chocolate Room,Yes,No,3.9/5,153,080 42112381,JP Nagar,Food Court,"Brownie, Coffee, Hot Chocolate, Garlic Pops, Chocolate Waffles, Chocolate Avalanche","Cafe, Desserts",400
Hatti Kaapi,Yes,No,4.0/5,89,080 40942666,Jayanagar,Quick Bites,"Filter Coffee, Tea, Hot Coffee, Hatti Samosa","South Indian, Beverages",200
Little Cafe,Yes,No,3.7/5,54,+91 9741248269,Basavanagudi,Cafe,"Pasta, Pizza, Burgers, Pancakes, Garlic Bread","Cafe, Beverages",600
Cane-O-La,Yes,No,3.8/5,61,080 22977700,Basavanagudi,Quick Bites,"Sugarcane Juice, Popcorn",Juices,100
Ruchis Point,Yes,No,3.8/5,75,+91 9901999970,Banashankari,Quick Bites,"Sandwiches, Noodles, Sandwich","Fast Food, Chinese",200
Mudpipe Cafe,Yes,Yes,4.5/5,1872,+91 9631220007,BTM,Cafe,"Chaat, Nachos, Peri Peri Pizza, Wedges, Milk Shake, Pink Lemonade, Pasta","Cafe, Continental, Burger",900
Chai Kraft,Yes,No,4.1/5,30,+91 9946666099,Jayanagar,Beverage Shop,"Masala Chai, Coffee, Masala Tea, Maggi","Beverages, Tea",100
The Krishna Grand Xpress,Yes,No,4.0/5,136,+91 9845108265,Jayanagar,Quick Bites,"Vada, Masala Dosa, Idli","South Indian, Fast Food",350
City Durbar,Yes,No,3.7/5,71,080 22458877,Jayanagar,Casual Dining,"Chicken Grill, Ghee Rice","North Indian, Chinese, Biryani",450
Indori Chatorey,Yes,No,2.8/5,137,+91 8050765508,BTM,Quick Bites,"Kachori, Indori Poha, Cheese Paratha, Paneer Parantha, Thali, Poha Jalebi","North Indian, Street Food",300
Brew Meister,Yes,Yes,4.1/5,970,080 49652498,Jayanagar,"Microbrewery, Casual Dining","Cocktails, Pasta, Paneer Tikka, Mocktails, Wheat Beer, Corn Paratha, Misal Pav","North Indian, Continental, Finger Food, American, Asian","1,500"
Cafe Mondo,Yes,No,3.7/5,514,080 42088686,Basavanagudi,Cafe,"Pizza, Pasta Alfredo, Brownie, Garlic Bread, Sandwiches, Lemon Mojito, Mocha Fudge","Cafe, Italian, Beverages",600
Ugadi,Yes,No,2.9/5,177,+91 9742231320,Jayanagar,Casual Dining,"Prawn Biryani, Andhra Meal, Veg Thali, Fry Piece Biryani, Gongura Chicken, Paratha","North Indian, Chinese, Biryani, Andhra, Mangalorean",700
Waffle-A-Go Go,Yes,No,3.9/5,70,+91 9900281611,Banashankari,Dessert Parlor,Waffles,"Fast Food, Desserts, Ice Cream",400
Mug N Bean,Yes,No,3.9/5,247,+91 9035203926,Jayanagar,Cafe,"Maggi, Pasta, Burgers, Grilled Sandwich, Latte, French Fries","Cafe, Continental, Italian, Burger",400
Pappu Da Dhaba,Yes,No,3.0/5,57,+91 6361252138,Jayanagar,Quick Bites,"Lassi, Chai, Paratha","North Indian, Fast Food, Beverages, Momos",400
Pop Hop,Yes,No,4.1/5,204,+91 8049706199,Jayanagar,Dessert Parlor,"Choco Hazelnut, Belgian Chocolate, Strawberry Sorbet, Mango Sorbet, Mango Cheesecake, Mojito, Belgium Chocolate","Ice Cream, Desserts",300
1441 Pizzeria,Yes,No,4.1/5,119,00 919008732090,JP Nagar,Casual Dining,"Hot Chocolate, Masala Lemonade, Gourmet Pizza, Nutella Pizza, Jalapeno Poppers, Thin Crust Pizza, Wood Fire Pizza","Pizza, Salad",800
The Airos,Yes,No,4.1/5,130,+91 7026390001,Jayanagar,Cafe,"Pizza, Pasta, Nachos, Burgers, Sandwich, Tea, Cheese Balls","Cafe, Italian, Pizza",650
Sea Spice by 7 Star,Yes,Yes,4.0/5,349,080 49653393,Banashankari,Casual Dining,"Sea Food, Neer Dosa, Anjal Masala Fry, Coconut Pudding, Chicken Biryani, Roti, Fish Curry","Seafood, Biryani, Beverages, South Indian, North Indian, Kebab","1,200"
Maiyas,Yes,No,4.0/5,1778,+91 9632411352,Jayanagar,Quick Bites,"Coffee, Thali, Kharabath, Masala Dosa, Idli Vada, Vanilla Ice Cream, Bisi Bele Bhaath","North Indian, South Indian, Fast Food, Juices",200
Hari Super Sandwich,No,No,4.1/5,279,+91 9844438032,Basavanagudi,Quick Bites,"Chocolate Sandwich, Corn Sandwich, Chocolate Sandwiches, Lassi, Chilli Cheese, Chaat, Panipuri","Fast Food, Street Food",200
By 2 Coffee,Yes,No,4.3/5,316,+91 8310478212,Basavanagudi,Quick Bites,"Kharabath, Filter Coffee, Idli Vada, Crispy Vada, Kesari Bath, Hot Coffee, Tea",South Indian,100
Chocoberry,Yes,No,3.5/5,56,+91 9742644747,Jayanagar,Dessert Parlor,"Waffles, Cup Cake, Chocolate Cake","Ice Cream, Desserts, Beverages",400
Java City,Yes,No,2.6/5,157,080 41654693,Jayanagar,Cafe,"Coffee, Sandwich, Hot Chocolate, Ice Tea, Sandwiches, Chicken Lasagne, Pizza","Cafe, American, Pizza",450
Euki,Yes,Yes,4.1/5,553,080 41315550,Jayanagar,Casual Dining,"Pasta, Pizza, Nachos, Tiramisu, Peri Peri Fries, Mexican Bowl, Mocktails","Italian, Mexican",900
Kalpavriksha Upahara,Yes,No,3.9/5,126,+91 7204715751,Jayanagar,Quick Bites,Coffee,"South Indian, North Indian, Chinese",400
New Punjabi Hotel,Yes,No,3.7/5,178,+91 8971800413,BTM,Quick Bites,"Tandoori Chicken, Butter Chicken, Tandoori Roti, Bhindi Masala, Paratha, Dal Makhani","North Indian, Chinese",400
Baisakhi,Yes,No,3.8/5,527,+91 7204339999,Basavanagudi,Casual Dining,"Masala Chaach, Tomato Shorba, Gajar Ka Halwa, Biryani, Deluxe Punjabi Thali, Rajma, Paneer Tikka Masala",North Indian,500
De Thaali,Yes,No,3.9/5,144,080 22445267,Jayanagar,Casual Dining,"Malai Kofta, Sandwich, Naan","North Indian, Chinese, Rolls",550
Ice Land,Yes,No,3.6/5,34,+91 8040906686,JP Nagar,Dessert Parlor,"Prompt Service, Friendly Staff","Ice Cream, Desserts",300
D View Cafe,Yes,No,4.0/5,507,+91 9538943596,JP Nagar,"Cafe, Quick Bites","Chicken Lollipop, Dragon Rolls, Pasta Alfredo, Chicken Pakora, Burgers, Cappuccino, Chicken Wings","Cafe, Italian, Chinese, Beverages","1,000"
The Trundle,Yes,No,3.7/5,133,+91 9986520008,Jayanagar,Casual Dining,"Salad, Mocktails, Chocolava, Pesto Pasta, Momos, Jasmine Rice, Tom Yum Soup","Chinese, Thai, Continental, North Indian",700
Tree Top,Yes,No,3.8/5,74,080 49652744,Wilson Garden,Casual Dining,Friendly Staff,"Continental, Chinese, North Indian, South Indian","1,000"
Anand Sweets and Savouries,Yes,No,3.9/5,84,080 22446973,Jayanagar,Sweet Shop,"Dahi Papadi Chaat, Papdi Chaat, Bhel Puri, Paratha, Kachori, Thali, Masala Poori","Mithai, Street Food",400
Krazzy Folds,Yes,Yes,4.2/5,1901,080 49652953,Jayanagar,Cafe,"Pasta, Tacos, Macaroni, Panna Cotta, Salads, Spaghetti, Churros","Cafe, Continental, Sandwich, Beverages",800
Rajvardhan Foods,Yes,No,3.9/5,314,+91 8087909883,Jayanagar,Quick Bites,"Vada Pav, Misal Pav, Sabudana Vada, Dabeli, Pav Bhaji, Sabudana Khichdi, Lassi","Street Food, Maharashtrian",300
The Chaat Shop,Yes,No,2.5/5,35,+91 9066510817,Basavanagudi,Quick Bites,"Badam Milk, Potato Twister, Pav Bhaji, Panipuri, Tikki Chaat, Cheese Cutlet",Fast Food,200
